Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Salesperson,Payment_Mode,NetSales
O00602,21-04-2024,C0178,Customer 178,Thane,Maharashtra,West,P002,Smartphone,Electronics,1,28000,0%,Arjun,Net Banking,28000
O00603,14-06-2024,C0118,Customer 118,Thane,Maharashtra,West,P014,External SSD,Electronics,2,8500,5%,Sneha,Net Banking,16150
O00604,13-03-2025,C0066,Customer 66,Ahmedabad,Gujarat,West,P001,Laptop,Electronics,2,55000,8%,Karan,Credit Card,101200
O00605,22-10-2024,C0148,Customer 148,Jaipur,Rajasthan,North,P013,Webcam,Electronics,1,4200,15%,Priya,Net Banking,3570
O00606,02-06-2025,C0144,Customer 144,Kolkata,West Bengal,East,P014,External SSD,Electronics,2,8500,20%,Karan,UPI,13600
O00607,12-09-2024,C0181,Customer 181,Delhi,Delhi,North,P008,Office Chair,Furniture,3,12500,20%,Priya,UPI,30000
O00608,22-09-2025,C0209,Customer 209,Bhubaneswar,Odisha,East,P015,USB Hub,Accessories,2,1400,15%,Vikram,UPI,2380
O00609,04-11-2024,C0020,Customer 20,Hyderabad,Telangana,South,P007,Headphones,Accessories,5,3200,10%,Karan,Net Banking,14400
O00610,06-06-2025,C0157,Customer 157,Nashik,Maharashtra,West,P014,External SSD,Electronics,3,8500,5%,Neha,UPI,24225
O00611,28-12-2025,C0020,Customer 20,Pune,Maharashtra,West,P006,Mouse,Accessories,1,950,0%,Vikram,Credit Card,950
O00612,06-08-2025,C0037,Customer 37,Kolkata,West Bengal,East,P009,Desk,Furniture,1,16000,2%,Karan,UPI,15680
O00613,21-07-2025,C0192,Customer 192,Jaipur,Rajasthan,North,P013,Webcam,Electronics,1,4200,2%,Amit,Credit Card,4116
O00614,26-03-2024,C0013,Customer 13,Thane,Maharashtra,West,P005,Keyboard,Accessories,4,1800,10%,Sneha,Net Banking,6480
O00615,03-10-2025,C0127,Customer 127,Jaipur,Rajasthan,North,P007,Headphones,Accessories,3,3200,8%,Sneha,Net Banking,8832
O00616,27-02-2025,C0197,Customer 197,Surat,Gujarat,West,P010,Printer,Office Supplies,1,11500,2%,Priya,UPI,11270
O00617,05-03-2024,C0190,Customer 190,Delhi,Delhi,North,P001,Laptop,Electronics,2,55000,2%,Amit,Debit Card,107800
O00618,29-03-2024,C0181,Customer 181,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,2,28000,8%,Karan,Debit Card,51520
O00619,17-05-2025,C0106,Customer 106,Bhubaneswar,Odisha,East,P015,USB Hub,Accessories,3,1400,20%,Amit,Net Banking,3360
O00620,22-03-2024,C0218,Customer 218,Chennai,Tamil Nadu,South,P005,Keyboard,Accessories,2,1800,8%,Priya,Credit Card,3312
O00621,14-08-2024,C0211,Customer 211,Hyderabad,Telangana,South,P007,Headphones,Accessories,3,3200,0%,Arjun,Credit Card,9600
O00622,16-08-2024,C0089,Customer 89,Kolkata,West Bengal,East,P008,Office Chair,Furniture,2,12500,10%,Priya,Credit Card,22500
O00623,04-07-2025,C0095,Customer 95,Surat,Gujarat,West,P004,Monitor,Electronics,4,14500,10%,Rahul,UPI,52200
O00624,22-02-2024,C0166,Customer 166,Jaipur,Rajasthan,North,P012,Backpack,Accessories,1,2200,2%,Vikram,Credit Card,2156
O00625,25-02-2025,C0208,Customer 208,Surat,Gujarat,West,P013,Webcam,Electronics,5,4200,8%,Amit,Debit Card,19320
O00626,21-01-2025,C0032,Customer 32,Nashik,Maharashtra,West,P010,Printer,Office Supplies,4,11500,5%,Rahul,Net Banking,43700
O00627,10-12-2024,C0069,Customer 69,Kolkata,West Bengal,East,P004,Monitor,Electronics,1,14500,2%,Vikram,Net Banking,14210
O00628,22-01-2025,C0231,Customer 231,Bhubaneswar,Odisha,East,P006,Mouse,Accessories,1,950,15%,Neha,UPI,807.5
O00629,25-04-2025,C0244,Customer 244,Kochi,Kerala,South,P001,Laptop,Electronics,2,55000,0%,Karan,Credit Card,110000
O00630,05-10-2024,C0242,Customer 242,Chennai,Tamil Nadu,South,P013,Webcam,Electronics,1,4200,2%,Neha,Debit Card,4116
O00631,11-05-2025,C0013,Customer 13,Delhi,Delhi,North,P005,Keyboard,Accessories,3,1800,8%,Arjun,Credit Card,4968
O00632,12-10-2024,C0210,Customer 210,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,6,55000,10%,Vikram,Debit Card,297000
O00633,28-08-2025,C0082,Customer 82,Kochi,Kerala,South,P011,Notebook,Office Supplies,1,180,5%,Karan,UPI,171
O00634,14-12-2025,C0143,Customer 143,Lucknow,Uttar Pradesh,North,P004,Monitor,Electronics,3,14500,0%,Karan,UPI,43500
O00635,10-10-2025,C0161,Customer 161,Lucknow,Uttar Pradesh,North,P004,Monitor,Electronics,3,14500,0%,Rahul,Debit Card,43500
O00636,19-05-2024,C0208,Customer 208,Lucknow,Uttar Pradesh,North,P015,USB Hub,Accessories,2,1400,0%,Amit,UPI,2800
O00637,16-11-2024,C0155,Customer 155,Kolkata,West Bengal,East,P012,Backpack,Accessories,2,2200,0%,Rahul,Debit Card,4400
O00638,25-04-2025,C0171,Customer 171,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,1,55000,8%,Vikram,Net Banking,50600
O00639,05-09-2025,C0056,Customer 56,Surat,Gujarat,West,P006,Mouse,Accessories,1,950,10%,Sneha,UPI,855
O00640,18-05-2024,C0177,Customer 177,Nashik,Maharashtra,West,P003,Tablet,Electronics,1,18000,5%,Neha,Debit Card,17100
O00641,29-09-2024,C0083,Customer 83,Delhi,Delhi,North,P012,Backpack,Accessories,2,2200,0%,Priya,Net Banking,4400
O00642,31-08-2024,C0119,Customer 119,Ahmedabad,Gujarat,West,P003,Tablet,Electronics,2,18000,2%,Rahul,UPI,35280
O00643,14-10-2024,C0013,Customer 13,Thane,Maharashtra,West,P010,Printer,Office Supplies,2,11500,5%,Priya,Cash,21850
O00644,26-11-2025,C0186,Customer 186,Hyderabad,Telangana,South,P003,Tablet,Electronics,1,18000,2%,Neha,Cash,17640
O00645,16-04-2025,C0097,Customer 97,Bhubaneswar,Odisha,East,P012,Backpack,Accessories,1,2200,15%,Priya,UPI,1870
O00646,13-10-2024,C0111,Customer 111,Jaipur,Rajasthan,North,P012,Backpack,Accessories,1,2200,20%,Amit,Net Banking,1760
O00647,24-05-2025,C0067,Customer 67,Bengaluru,Karnataka,South,P008,Office Chair,Furniture,1,12500,15%,Priya,Debit Card,10625
O00648,31-05-2024,C0010,Customer 10,Nashik,Maharashtra,West,P003,Tablet,Electronics,3,18000,10%,Karan,Debit Card,48600
O00649,23-11-2025,C0163,Customer 163,Hyderabad,Telangana,South,P009,Desk,Furniture,1,16000,8%,Arjun,Net Banking,14720
O00650,11-05-2024,C0084,Customer 84,Hyderabad,Telangana,South,P007,Headphones,Accessories,1,3200,8%,Amit,Credit Card,2944
O00651,12-01-2025,C0066,Customer 66,Kolkata,West Bengal,East,P003,Tablet,Electronics,2,18000,10%,Priya,UPI,32400
O00652,20-10-2024,C0190,Customer 190,Kochi,Kerala,South,P001,Laptop,Electronics,2,55000,15%,Sneha,Credit Card,93500
O00653,10-03-2024,C0046,Customer 46,Lucknow,Uttar Pradesh,North,P005,Keyboard,Accessories,4,1800,5%,Arjun,UPI,6840
O00654,26-12-2025,C0091,Customer 91,Pune,Maharashtra,West,P005,Keyboard,Accessories,2,1800,8%,Karan,Credit Card,3312
O00655,12-12-2025,C0089,Customer 89,Thane,Maharashtra,West,P001,Laptop,Electronics,3,55000,10%,Vikram,UPI,148500
O00656,25-02-2024,C0181,Customer 181,Delhi,Delhi,North,P005,Keyboard,Accessories,1,1800,8%,Vikram,UPI,1656
O00657,25-12-2024,C0240,Customer 240,Pune,Maharashtra,West,P001,Laptop,Electronics,1,55000,8%,Priya,UPI,50600
O00658,20-03-2025,C0167,Customer 167,Bengaluru,Karnataka,South,P013,Webcam,Electronics,1,4200,5%,Sneha,UPI,3990
O00659,26-11-2025,C0223,Customer 223,Bengaluru,Karnataka,South,P005,Keyboard,Accessories,1,1800,0%,Priya,UPI,1800
O00660,05-07-2025,C0129,Customer 129,Delhi,Delhi,North,P006,Mouse,Accessories,6,950,8%,Amit,Credit Card,5244
O00661,30-11-2024,C0182,Customer 182,Bengaluru,Karnataka,South,P005,Keyboard,Accessories,3,1800,5%,Vikram,Debit Card,5130
O00662,12-06-2025,C0190,Customer 190,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,2,55000,0%,Sneha,Credit Card,110000
O00663,11-06-2024,C0078,Customer 78,Kochi,Kerala,South,P006,Mouse,Accessories,1,950,5%,Vikram,Credit Card,902.5
O00664,18-02-2025,C0027,Customer 27,Kochi,Kerala,South,P001,Laptop,Electronics,1,55000,15%,Sneha,Debit Card,46750
O00665,04-08-2024,C0058,Customer 58,Mumbai,Maharashtra,West,P007,Headphones,Accessories,2,3200,15%,Neha,Credit Card,5440
O00666,25-05-2024,C0198,Customer 198,Chennai,Tamil Nadu,South,P002,Smartphone,Electronics,1,28000,15%,Sneha,UPI,23800
O00667,02-02-2025,C0128,Customer 128,Hyderabad,Telangana,South,P007,Headphones,Accessories,2,3200,15%,Priya,Debit Card,5440
O00668,03-09-2025,C0163,Customer 163,Nashik,Maharashtra,West,P004,Monitor,Electronics,2,14500,15%,Priya,Net Banking,24650
O00669,22-11-2024,C0061,Customer 61,Kochi,Kerala,South,P001,Laptop,Electronics,1,55000,0%,Karan,Debit Card,55000
O00670,07-04-2025,C0198,Customer 198,Bengaluru,Karnataka,South,P014,External SSD,Electronics,1,8500,0%,Rahul,UPI,8500
O00671,04-03-2025,C0144,Customer 144,Kolkata,West Bengal,East,P004,Monitor,Electronics,1,14500,5%,Neha,Credit Card,13775
O00672,19-06-2024,C0246,Customer 246,Jaipur,Rajasthan,North,P008,Office Chair,Furniture,1,12500,2%,Neha,Net Banking,12250
O00673,12-04-2024,C0248,Customer 248,Hyderabad,Telangana,South,P003,Tablet,Electronics,2,18000,8%,Rahul,UPI,33120
O00674,15-07-2024,C0230,Customer 230,Pune,Maharashtra,West,P002,Smartphone,Electronics,3,28000,5%,Neha,Net Banking,79800
O00675,15-12-2024,C0173,Customer 173,Delhi,Delhi,North,P005,Keyboard,Accessories,2,1800,10%,Sneha,UPI,3240
O00676,14-10-2024,C0093,Customer 93,Delhi,Delhi,North,P006,Mouse,Accessories,1,950,2%,Neha,Credit Card,931
O00677,06-01-2024,C0229,Customer 229,Bengaluru,Karnataka,South,P004,Monitor,Electronics,1,14500,0%,Rahul,Net Banking,14500
O00678,27-03-2025,C0043,Customer 43,Mumbai,Maharashtra,West,P004,Monitor,Electronics,1,14500,2%,Karan,Debit Card,14210
O00679,11-07-2024,C0198,Customer 198,Nashik,Maharashtra,West,P006,Mouse,Accessories,1,950,10%,Rahul,Credit Card,855
O00680,11-11-2024,C0234,Customer 234,Nashik,Maharashtra,West,P009,Desk,Furniture,1,16000,5%,Neha,UPI,15200
O00681,14-12-2025,C0233,Customer 233,Lucknow,Uttar Pradesh,North,P007,Headphones,Accessories,2,3200,2%,Arjun,Credit Card,6272
O00682,24-08-2024,C0215,Customer 215,Kolkata,West Bengal,East,P009,Desk,Furniture,2,16000,5%,Neha,Net Banking,30400
O00683,28-08-2025,C0249,Customer 249,Kolkata,West Bengal,East,P010,Printer,Office Supplies,1,11500,0%,Sneha,UPI,11500
O00684,08-04-2024,C0048,Customer 48,Pune,Maharashtra,West,P010,Printer,Office Supplies,1,11500,10%,Sneha,Cash,10350
O00685,29-07-2025,C0247,Customer 247,Mumbai,Maharashtra,West,P014,External SSD,Electronics,1,8500,0%,Neha,UPI,8500
O00686,13-06-2025,C0075,Customer 75,Mumbai,Maharashtra,West,P003,Tablet,Electronics,3,18000,10%,Karan,UPI,48600
O00687,26-08-2024,C0108,Customer 108,Chennai,Tamil Nadu,South,P015,USB Hub,Accessories,1,1400,8%,Vikram,Credit Card,1288
O00688,09-10-2024,C0246,Customer 246,Pune,Maharashtra,West,P010,Printer,Office Supplies,2,11500,10%,Arjun,Credit Card,20700
O00689,12-01-2024,C0174,Customer 174,Bhubaneswar,Odisha,East,P008,Office Chair,Furniture,1,12500,0%,Arjun,UPI,12500
O00690,03-06-2025,C0120,Customer 120,Thane,Maharashtra,West,P005,Keyboard,Accessories,4,1800,0%,Priya,UPI,7200
O00691,24-10-2025,C0175,Customer 175,Hyderabad,Telangana,South,P005,Keyboard,Accessories,1,1800,10%,Vikram,Net Banking,1620
O00692,13-07-2024,C0125,Customer 125,Ahmedabad,Gujarat,West,P013,Webcam,Electronics,2,4200,8%,Priya,UPI,7728
O00693,27-01-2024,C0106,Customer 106,Ahmedabad,Gujarat,West,P005,Keyboard,Accessories,4,1800,5%,Amit,UPI,6840
O00694,11-08-2024,C0164,Customer 164,Pune,Maharashtra,West,P006,Mouse,Accessories,2,950,0%,Priya,Credit Card,1900
O00695,14-10-2025,C0019,Customer 19,Delhi,Delhi,North,P002,Smartphone,Electronics,1,28000,20%,Priya,Net Banking,22400
O00696,03-07-2025,C0180,Customer 180,Bhubaneswar,Odisha,East,P004,Monitor,Electronics,1,14500,8%,Amit,UPI,13340
O00697,31-05-2025,C0032,Customer 32,Thane,Maharashtra,West,P002,Smartphone,Electronics,1,28000,10%,Vikram,UPI,25200
O00698,11-08-2025,C0068,Customer 68,Kochi,Kerala,South,P012,Backpack,Accessories,6,2200,0%,Arjun,UPI,13200
O00699,18-01-2025,C0234,Customer 234,Kolkata,West Bengal,East,P015,USB Hub,Accessories,2,1400,5%,Arjun,UPI,2660
O00700,17-05-2024,C0181,Customer 181,Pune,Maharashtra,West,P011,Notebook,Office Supplies,1,180,5%,Amit,Credit Card,171
O00701,01-09-2024,C0016,Customer 16,Kolkata,West Bengal,East,P007,Headphones,Accessories,1,3200,2%,Rahul,Credit Card,3136
O00702,01-11-2024,C0004,Customer 4,Delhi,Delhi,North,P010,Printer,Office Supplies,1,11500,5%,Rahul,Cash,10925
O00703,29-06-2024,C0065,Customer 65,Bhubaneswar,Odisha,East,P012,Backpack,Accessories,2,2200,2%,Karan,Credit Card,4312
O00704,22-10-2024,C0019,Customer 19,Bengaluru,Karnataka,South,P011,Notebook,Office Supplies,1,180,20%,Rahul,UPI,144
O00705,30-06-2024,C0234,Customer 234,Chennai,Tamil Nadu,South,P001,Laptop,Electronics,2,55000,8%,Priya,UPI,101200
O00706,05-04-2024,C0084,Customer 84,Surat,Gujarat,West,P012,Backpack,Accessories,1,2200,8%,Karan,UPI,2024
O00707,07-07-2025,C0248,Customer 248,Lucknow,Uttar Pradesh,North,P006,Mouse,Accessories,1,950,8%,Vikram,Debit Card,874
O00708,09-10-2024,C0212,Customer 212,Pune,Maharashtra,West,P011,Notebook,Office Supplies,2,180,5%,Neha,Credit Card,342
O00709,10-08-2025,C0012,Customer 12,Jaipur,Rajasthan,North,P009,Desk,Furniture,1,16000,8%,Amit,UPI,14720
O00710,31-07-2025,C0020,Customer 20,Delhi,Delhi,North,P012,Backpack,Accessories,1,2200,5%,Karan,Credit Card,2090
O00711,18-03-2024,C0130,Customer 130,Bhubaneswar,Odisha,East,P009,Desk,Furniture,1,16000,10%,Vikram,Credit Card,14400
O00712,13-09-2025,C0125,Customer 125,Delhi,Delhi,North,P008,Office Chair,Furniture,1,12500,8%,Sneha,Net Banking,11500
O00713,29-03-2025,C0058,Customer 58,Hyderabad,Telangana,South,P006,Mouse,Accessories,2,950,2%,Sneha,Debit Card,1862
O00714,29-12-2025,C0189,Customer 189,Thane,Maharashtra,West,P008,Office Chair,Furniture,1,12500,10%,Priya,Net Banking,11250
O00715,02-05-2024,C0195,Customer 195,Delhi,Delhi,North,P013,Webcam,Electronics,1,4200,15%,Vikram,Debit Card,3570
O00716,18-12-2025,C0206,Customer 206,Delhi,Delhi,North,P015,USB Hub,Accessories,2,1400,5%,Vikram,Net Banking,2660
O00717,10-06-2025,C0061,Customer 61,Delhi,Delhi,North,P014,External SSD,Electronics,1,8500,10%,Arjun,Credit Card,7650
O00718,06-01-2025,C0005,Customer 5,Kochi,Kerala,South,P011,Notebook,Office Supplies,2,180,2%,Sneha,UPI,352.8
O00719,20-12-2024,C0097,Customer 97,Ahmedabad,Gujarat,West,P015,USB Hub,Accessories,1,1400,2%,Sneha,UPI,1372
O00720,07-09-2024,C0032,Customer 32,Jaipur,Rajasthan,North,P013,Webcam,Electronics,3,4200,15%,Vikram,UPI,10710
O00721,22-05-2025,C0153,Customer 153,Bhubaneswar,Odisha,East,P006,Mouse,Accessories,1,950,5%,Amit,UPI,902.5
O00722,19-07-2025,C0087,Customer 87,Chennai,Tamil Nadu,South,P007,Headphones,Accessories,1,3200,5%,Neha,UPI,3040
O00723,11-07-2024,C0020,Customer 20,Kolkata,West Bengal,East,P003,Tablet,Electronics,1,18000,5%,Amit,Credit Card,17100
O00724,08-01-2024,C0157,Customer 157,Thane,Maharashtra,West,P006,Mouse,Accessories,1,950,0%,Rahul,Debit Card,950
O00725,22-07-2024,C0197,Customer 197,Chennai,Tamil Nadu,South,P012,Backpack,Accessories,2,2200,2%,Arjun,Net Banking,4312
O00726,15-11-2025,C0246,Customer 246,Nashik,Maharashtra,West,P006,Mouse,Accessories,3,950,8%,Amit,UPI,2622
O00727,12-02-2024,C0052,Customer 52,Bhubaneswar,Odisha,East,P005,Keyboard,Accessories,1,1800,0%,Neha,Credit Card,1800
O00728,25-10-2024,C0115,Customer 115,Bengaluru,Karnataka,South,P007,Headphones,Accessories,1,3200,10%,Karan,UPI,2880
O00729,25-07-2024,C0039,Customer 39,Nashik,Maharashtra,West,P012,Backpack,Accessories,2,2200,2%,Neha,UPI,4312
O00730,02-03-2025,C0011,Customer 11,Surat,Gujarat,West,P002,Smartphone,Electronics,1,28000,5%,Priya,UPI,26600
O00731,19-08-2024,C0170,Customer 170,Hyderabad,Telangana,South,P001,Laptop,Electronics,2,55000,0%,Arjun,Credit Card,110000
O00732,19-11-2024,C0011,Customer 11,Delhi,Delhi,North,P013,Webcam,Electronics,1,4200,8%,Sneha,UPI,3864
O00733,15-02-2024,C0051,Customer 51,Ahmedabad,Gujarat,West,P005,Keyboard,Accessories,2,1800,15%,Vikram,Debit Card,3060
O00734,25-04-2024,C0118,Customer 118,Surat,Gujarat,West,P009,Desk,Electronics,2,16000,5%,Amit,Debit Card,30400
O00735,13-03-2025,C0122,Customer 122,Chennai,Tamil Nadu,South,P012,Backpack,Accessories,2,2200,10%,Neha,Credit Card,3960
O00736,23-02-2024,C0111,Customer 111,Lucknow,Uttar Pradesh,North,P010,Printer,Office Supplies,2,11500,0%,Sneha,UPI,23000
O00737,20-12-2025,C0030,Customer 30,Hyderabad,Telangana,South,P001,Laptop,Electronics,1,55000,15%,Vikram,UPI,46750
O00738,23-12-2024,C0248,Customer 248,Lucknow,Uttar Pradesh,North,P003,Tablet,Electronics,1,18000,8%,Karan,Credit Card,16560
O00739,04-08-2024,C0250,Customer 250,Surat,Gujarat,West,P007,Headphones,Accessories,5,3200,8%,Neha,UPI,14720
O00740,25-01-2025,C0074,Customer 74,Bengaluru,Karnataka,South,P009,Desk,Furniture,2,16000,0%,Rahul,UPI,32000
O00741,06-07-2024,C0001,Customer 1,Hyderabad,Telangana,South,P005,Keyboard,Accessories,1,1800,10%,Rahul,Debit Card,1620
O00742,22-04-2025,C0004,Customer 4,Mumbai,Maharashtra,West,P007,Headphones,Accessories,1,3200,0%,Karan,UPI,3200
O00743,26-09-2025,C0211,Customer 211,Thane,Maharashtra,West,P002,Smartphone,Electronics,2,28000,8%,Amit,Credit Card,51520
O00744,05-07-2024,C0157,Customer 157,Nashik,Maharashtra,West,P015,USB Hub,Accessories,1,1400,8%,Arjun,Net Banking,1288
O00745,05-10-2025,C0218,Customer 218,Delhi,Delhi,North,P009,Desk,Furniture,1,16000,2%,Neha,Debit Card,15680
O00746,30-03-2024,C0222,Customer 222,Thane,Maharashtra,West,P002,Smartphone,Electronics,1,28000,15%,Amit,UPI,23800
O00747,24-01-2025,C0090,Customer 90,Delhi,Delhi,North,P010,Printer,Office Supplies,2,11500,0%,Sneha,Credit Card,23000
O00748,22-12-2024,C0146,Customer 146,Bhubaneswar,Odisha,East,P014,External SSD,Electronics,1,8500,15%,Neha,Net Banking,7225
O00749,26-02-2025,C0118,Customer 118,Kolkata,West Bengal,East,P011,Notebook,Office Supplies,6,180,0%,Arjun,UPI,1080
O00750,27-09-2024,C0235,Customer 235,Kolkata,West Bengal,East,P005,Keyboard,Accessories,2,1800,0%,Priya,UPI,3600
O00751,22-12-2025,C0003,Customer 3,Delhi,Delhi,North,P011,Notebook,Office Supplies,1,180,2%,Amit,Net Banking,176.4
O00752,02-08-2025,C0095,Customer 95,Bengaluru,Karnataka,South,P011,Notebook,Office Supplies,1,180,2%,Neha,Debit Card,176.4
O00753,17-01-2025,C0022,Customer 22,Pune,Maharashtra,West,P012,Backpack,Accessories,2,2200,10%,Amit,UPI,3960
O00754,09-11-2025,C0144,Customer 144,Bhubaneswar,Odisha,East,P014,External SSD,Electronics,2,8500,2%,Arjun,Credit Card,16660
O00755,19-02-2025,C0186,Customer 186,Kochi,Kerala,South,P006,Mouse,Accessories,3,950,10%,Vikram,Credit Card,2565
O00756,02-05-2024,C0074,Customer 74,Chennai,Tamil Nadu,South,P007,Headphones,Accessories,1,3200,0%,Priya,UPI,3200
O00757,14-09-2025,C0035,Customer 35,Surat,Gujarat,West,P012,Backpack,Accessories,3,2200,15%,Rahul,Credit Card,5610
O00758,23-06-2024,C0247,Customer 247,Bengaluru,Karnataka,South,P004,Monitor,Electronics,2,14500,0%,Vikram,Credit Card,29000
O00759,10-05-2025,C0016,Customer 16,Kochi,Kerala,South,P003,Tablet,Electronics,1,18000,2%,Vikram,UPI,17640
O00760,13-08-2024,C0015,Customer 15,Delhi,Delhi,North,P006,Mouse,Accessories,1,950,5%,Vikram,Credit Card,902.5
O00761,12-12-2025,C0010,Customer 10,Chennai,Tamil Nadu,South,P014,External SSD,Electronics,1,8500,0%,Priya,Cash,8500
O00762,02-01-2025,C0188,Customer 188,Bengaluru,Karnataka,South,P014,External SSD,Electronics,2,8500,0%,Arjun,Cash,17000
O00763,25-01-2024,C0239,Customer 239,Ahmedabad,Gujarat,West,P011,Notebook,Office Supplies,1,180,5%,Sneha,UPI,171
O00764,16-03-2025,C0059,Customer 59,Hyderabad,Telangana,South,P015,USB Hub,Accessories,1,1400,5%,Karan,Credit Card,1330
O00765,25-04-2025,C0232,Customer 232,Thane,Maharashtra,West,P012,Backpack,Accessories,1,2200,20%,Karan,Cash,1760
O00766,07-03-2025,C0136,Customer 136,Surat,Gujarat,West,P008,Office Chair,Furniture,1,12500,5%,Vikram,UPI,11875
O00767,06-03-2024,C0118,Customer 118,Pune,Maharashtra,West,P015,USB Hub,Accessories,2,1400,0%,Arjun,Net Banking,2800
O00768,20-04-2024,C0239,Customer 239,Kochi,Kerala,South,P002,Smartphone,Electronics,1,28000,10%,Rahul,UPI,25200
O00769,08-01-2025,C0026,Customer 26,Kolkata,West Bengal,East,P014,External SSD,Electronics,2,8500,5%,Amit,Credit Card,16150
O00770,15-03-2025,C0119,Customer 119,Surat,Gujarat,West,P007,Headphones,Accessories,3,3200,5%,Arjun,UPI,9120
O00771,23-06-2025,C0188,Customer 188,Chennai,Tamil Nadu,South,P001,Laptop,Electronics,3,55000,10%,Amit,Cash,148500
O00772,27-04-2025,C0099,Customer 99,Pune,Maharashtra,West,P015,USB Hub,Accessories,2,1400,8%,Sneha,Credit Card,2576
O00773,22-02-2025,C0054,Customer 54,Surat,Gujarat,West,P012,Backpack,Accessories,1,2200,0%,Priya,Debit Card,2200
O00774,25-03-2024,C0214,Customer 214,Ahmedabad,Gujarat,West,P010,Printer,Office Supplies,6,11500,2%,Arjun,UPI,67620
O00775,17-12-2024,C0087,Customer 87,Chennai,Tamil Nadu,South,P011,Notebook,Office Supplies,1,180,8%,Arjun,UPI,165.6
O00776,10-04-2025,C0149,Customer 149,Lucknow,Uttar Pradesh,North,P007,Headphones,Accessories,1,3200,10%,Rahul,Credit Card,2880
O00777,07-10-2025,C0050,Customer 50,Thane,Maharashtra,West,P011,Notebook,Office Supplies,1,180,10%,Amit,Debit Card,162
O00778,11-08-2025,C0090,Customer 90,Jaipur,Rajasthan,North,P013,Webcam,Electronics,1,4200,2%,Sneha,Credit Card,4116
O00779,20-06-2025,C0145,Customer 145,Hyderabad,Telangana,South,P009,Desk,Furniture,1,16000,5%,Rahul,UPI,15200
O00780,15-03-2024,C0038,Customer 38,Surat,Gujarat,West,P013,Webcam,Electronics,2,4200,15%,Arjun,Credit Card,7140
O00781,25-05-2024,C0225,Customer 225,Jaipur,Rajasthan,North,P003,Tablet,Electronics,2,18000,5%,Karan,Credit Card,34200
O00782,01-06-2024,C0190,Customer 190,Mumbai,Maharashtra,West,P004,Monitor,Electronics,1,14500,10%,Rahul,Credit Card,13050
O00783,23-12-2025,C0144,Customer 144,Pune,Maharashtra,West,P013,Webcam,Electronics,2,4200,2%,Amit,Credit Card,8232
O00784,14-03-2025,C0147,Customer 147,Mumbai,Maharashtra,West,P002,Smartphone,Electronics,1,28000,5%,Vikram,Credit Card,26600
O00785,17-02-2024,C0122,Customer 122,Surat,Gujarat,West,P009,Desk,Furniture,1,16000,8%,Neha,Credit Card,14720
O00786,22-08-2025,C0244,Customer 244,Pune,Maharashtra,West,P012,Backpack,Accessories,1,2200,10%,Arjun,Credit Card,1980
O00787,16-05-2024,C0168,Customer 168,Lucknow,Uttar Pradesh,North,P013,Webcam,Electronics,1,4200,2%,Arjun,UPI,4116
O00788,17-09-2024,C0052,Customer 52,Ahmedabad,Gujarat,West,P007,Headphones,Accessories,2,3200,8%,Neha,Net Banking,5888
O00789,25-11-2024,C0004,Customer 4,Bengaluru,Karnataka,South,P013,Webcam,Electronics,1,4200,0%,Rahul,UPI,4200
O00790,26-04-2024,C0110,Customer 110,Lucknow,Uttar Pradesh,North,P014,External SSD,Electronics,1,8500,15%,Neha,Net Banking,7225
O00791,02-07-2025,C0120,Customer 120,Kochi,Kerala,South,P012,Backpack,Accessories,1,2200,10%,Priya,Credit Card,1980
O00792,06-09-2025,C0246,Customer 246,Jaipur,Rajasthan,North,P012,Backpack,Accessories,5,2200,8%,Arjun,Credit Card,10120
O00793,29-03-2024,C0218,Customer 218,Nashik,Maharashtra,West,P005,Keyboard,Accessories,1,1800,5%,Arjun,UPI,1710
O00794,25-09-2025,C0130,Customer 130,Lucknow,Uttar Pradesh,North,P013,Webcam,Electronics,2,4200,2%,Sneha,Credit Card,8232
O00795,10-07-2024,C0099,Customer 99,Pune,Maharashtra,West,P011,Notebook,Office Supplies,2,180,5%,Priya,UPI,342
O00796,26-12-2024,C0111,Customer 111,Kolkata,West Bengal,East,P008,Office Chair,Furniture,1,12500,10%,Arjun,Debit Card,11250
O00797,03-09-2025,C0014,Customer 14,Mumbai,Maharashtra,West,P003,Tablet,Electronics,1,18000,5%,Amit,Net Banking,17100
O00798,06-08-2025,C0246,Customer 246,Jaipur,Rajasthan,North,P003,Tablet,Electronics,1,18000,8%,Rahul,Net Banking,16560
O00799,07-01-2024,C0191,Customer 191,Kochi,Kerala,South,P013,Webcam,Electronics,3,4200,10%,Amit,Net Banking,11340
O00800,11-10-2024,C0146,Customer 146,Delhi,Delhi,North,P006,Mouse,Accessories,1,950,0%,Sneha,Debit Card,950
O00801,26-04-2025,C0026,Customer 26,Bhubaneswar,Odisha,East,P003,Tablet,Electronics,1,18000,0%,Vikram,UPI,18000
O00802,02-07-2024,C0090,Customer 90,Ahmedabad,Gujarat,West,P006,Mouse,Accessories,1,950,15%,Rahul,Net Banking,807.5
